LYLTY_CARD_NBR,DATE,STORE_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,PACK_SIZE,BRAND,LIFESTAGE,PREMIUM_CUSTOMER
86186,28/06/2019,86,85294,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,150,RRD,YOUNG FAMILIES,Mainstream
86187,1/07/2018,86,85295,74,Tostitos Splash Of  Lime 175g,2,8.8,175,TOSTITOS,YOUNG SINGLES/COUPLES,Mainstream
86187,5/08/2018,86,85296,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4,150,RRD,YOUNG SINGLES/COUPLES,Mainstream
86187,27/08/2018,86,85297,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,KETTLE,YOUNG SINGLES/COUPLES,Mainstream
86187,18/09/2018,86,85298,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4,150,RRD,YOUNG SINGLES/COUPLES,Mainstream
86187,6/10/2018,86,85299,53,RRD Sweet Chilli &  Sour Cream 165g,2,6,165,RRD,YOUNG SINGLES/COUPLES,Mainstream
86187,20/03/2019,86,85301,35,Woolworths Mild     Salsa 300g,2,3,300,WOOLWORTHS,YOUNG SINGLES/COUPLES,Mainstream
86187,28/04/2019,86,85302,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,YOUNG SINGLES/COUPLES,Mainstream
86187,18/06/2019,86,85303,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,90,SUNBITES,YOUNG SINGLES/COUPLES,Mainstream
86187,20/06/2019,86,85304,15,Twisties Cheese     270g,2,9.2,270,TWISTIES,YOUNG SINGLES/COUPLES,Mainstream
86188,12/10/2018,86,85305,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6,175,SMITHS,RETIREES,Premium
86188,14/11/2018,86,85306,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,330,SMITHS,RETIREES,Premium
86188,16/01/2019,86,85307,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2,150,SMITHS,RETIREES,Premium
86188,26/01/2019,86,85308,41,Doritos Salsa Mild  300g,2,5.2,300,DORITOS,RETIREES,Premium
86188,12/03/2019,86,85309,113,Twisties Chicken270g,2,9.2,270,TWISTIES,RETIREES,Premium
86188,28/04/2019,86,85310,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,170,DORITOS,RETIREES,Premium
86189,18/09/2018,86,85311,40,Thins Chips Seasonedchicken 175g,2,6.6,175,THINS,OLDER SINGLES/COUPLES,Budget
86189,1/11/2018,86,85312,46,Kettle Original 175g,2,10.8,175,KETTLE,OLDER SINGLES/COUPLES,Budget
86189,19/11/2018,86,85313,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,170,SMITHS,OLDER SINGLES/COUPLES,Budget
86189,31/03/2019,86,85314,103,RRD Steak &         Chimuchurri 150g,2,5.4,150,RRD,OLDER SINGLES/COUPLES,Budget
86189,9/06/2019,86,85315,98,NCC Sour Cream &    Garden Chives 175g,2,6,175,NATURAL,OLDER SINGLES/COUPLES,Budget
86190,11/09/2018,86,85316,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4,150,RRD,OLDER FAMILIES,Budget
86190,1/10/2018,86,85317,76,Woolworths Medium   Salsa 300g,2,3,300,WOOLWORTHS,OLDER FAMILIES,Budget
86190,16/11/2018,86,85318,66,CCs Nacho Cheese    175g,2,4.2,175,CCS,OLDER FAMILIES,Budget
86190,8/12/2018,86,85319,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,200,WOOLWORTHS,OLDER FAMILIES,Budget
86190,19/12/2018,86,85321,83,WW D/Style Chip     Sea Salt 200g,2,3.8,200,WOOLWORTHS,OLDER FAMILIES,Budget
86190,26/12/2018,86,85322,98,NCC Sour Cream &    Garden Chives 175g,2,6,175,NATURAL,OLDER FAMILIES,Budget
86190,26/02/2019,86,85323,29,French Fries Potato Chips 175g,2,6,175,FRENCH,OLDER FAMILIES,Budget
86191,15/09/2018,86,85324,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Budget
86191,29/11/2018,86,85325,111,Smiths Chip Thinly  Cut Original 175g,2,6,175,SMITHS,YOUNG FAMILIES,Budget
86191,29/11/2018,86,85325,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,THINS,YOUNG FAMILIES,Budget
86191,31/12/2018,86,85326,6,RRD Lime & Pepper   165g,2,6,165,RRD,YOUNG FAMILIES,Budget
86191,9/03/2019,86,85327,91,CCs Tasty Cheese    175g,2,4.2,175,CCS,YOUNG FAMILIES,Budget
86191,15/03/2019,86,85328,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,INFUZIONS,YOUNG FAMILIES,Budget
86191,31/03/2019,86,85329,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Budget
86191,5/06/2019,86,85330,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,330,SMITHS,YOUNG FAMILIES,Budget
86191,10/06/2019,86,85331,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,THINS,YOUNG FAMILIES,Budget
86192,16/12/2018,86,85332,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,RETIREES,Mainstream
86192,30/03/2019,86,85333,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2,300,OLD,RETIREES,Mainstream
86192,20/04/2019,86,85334,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,165,TYRRELLS,RETIREES,Mainstream
86192,25/05/2019,86,85335,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,175,KETTLE,RETIREES,Mainstream
86193,14/09/2018,86,85337,40,Thins Chips Seasonedchicken 175g,2,6.6,175,THINS,YOUNG FAMILIES,Mainstream
86193,15/09/2018,86,85338,103,RRD Steak &         Chimuchurri 150g,2,5.4,150,RRD,YOUNG FAMILIES,Mainstream
86193,27/09/2018,86,85339,18,Cheetos Chs & Bacon Balls 190g,2,6.6,190,CHEETOS,YOUNG FAMILIES,Mainstream
86193,13/10/2018,86,85340,38,Infuzions Mango     Chutny Papadums 70g,2,4.8,70,INFUZIONS,YOUNG FAMILIES,Mainstream
86193,10/11/2018,86,85341,53,RRD Sweet Chilli &  Sour Cream 165g,2,6,165,RRD,YOUNG FAMILIES,Mainstream
86193,22/12/2018,86,85342,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,YOUNG FAMILIES,Mainstream
86193,13/01/2019,86,85343,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,175,SMITHS,YOUNG FAMILIES,Mainstream
86193,17/01/2019,86,85344,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,COBS,YOUNG FAMILIES,Mainstream
86193,26/01/2019,86,85345,40,Thins Chips Seasonedchicken 175g,2,6.6,175,THINS,YOUNG FAMILIES,Mainstream
86193,29/04/2019,86,85346,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6,175,NATURAL,YOUNG FAMILIES,Mainstream
86194,2/03/2019,86,85347,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,COBS,OLDER SINGLES/COUPLES,Budget
86194,3/03/2019,86,85348,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6,175,SMITHS,OLDER SINGLES/COUPLES,Budget
86194,17/04/2019,86,85349,24,Grain Waves         Sweet Chilli 210g,2,7.2,210,GRNWVES,OLDER SINGLES/COUPLES,Budget
86195,14/08/2018,86,85350,16,Smiths Crinkle Chips Salt & Vinegar 330g,1,5.7,330,SMITHS,NEW FAMILIES,Budget
86195,25/10/2018,86,85351,22,Thins Chips         Originl saltd 175g,2,6.6,175,THINS,NEW FAMILIES,Budget
86195,2/12/2018,86,85352,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,THINS,NEW FAMILIES,Budget
86195,5/12/2018,86,85353,25,Pringles SourCream  Onion 134g,2,7.4,134,PRINGLES,NEW FAMILIES,Budget
86195,13/01/2019,86,85354,96,WW Original Stacked Chips 160g,2,3.8,160,WOOLWORTHS,NEW FAMILIES,Budget
86196,10/10/2018,86,85356,56,Cheezels Cheese Box 125g,2,4.2,125,CHEEZELS,YOUNG SINGLES/COUPLES,Budget
86196,14/11/2018,86,85357,62,Pringles Mystery    Flavour 134g,2,7.4,134,PRINGLES,YOUNG SINGLES/COUPLES,Budget
86196,23/11/2018,86,85358,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8,170,SMITHS,YOUNG SINGLES/COUPLES,Budget
86196,10/01/2019,86,85359,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4,90,SUNBITES,YOUNG SINGLES/COUPLES,Budget
86196,31/01/2019,86,85360,106,Natural ChipCo      Hony Soy Chckn175g,2,6,175,NATURAL,YOUNG SINGLES/COUPLES,Budget
86196,27/03/2019,86,85361,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,YOUNG SINGLES/COUPLES,Budget
86197,28/07/2018,86,85363,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,KETTLE,RETIREES,Mainstream
86197,24/09/2018,86,85364,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,150,KETTLE,RETIREES,Mainstream
86197,5/01/2019,86,85365,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,150,RRD,RETIREES,Mainstream
86198,21/11/2018,86,85366,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,330,SMITHS,YOUNG FAMILIES,Mainstream
86198,26/11/2018,86,85367,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Mainstream
86198,4/01/2019,86,85368,5,Natural Chip        Compny SeaSalt175g,2,6,175,NATURAL,YOUNG FAMILIES,Mainstream
86198,11/01/2019,86,85369,101,Doritos Salsa       Medium 300g,2,5.2,300,DORITOS,YOUNG FAMILIES,Mainstream
86198,18/02/2019,86,85370,4,Dorito Corn Chp     Supreme 380g,2,13,380,DORITOS,YOUNG FAMILIES,Mainstream
86198,22/05/2019,86,85371,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,TYRRELLS,YOUNG FAMILIES,Mainstream
86198,30/06/2019,86,85372,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,150,RRD,YOUNG FAMILIES,Mainstream
86199,21/09/2018,86,85373,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,KETTLE,YOUNG SINGLES/COUPLES,Premium
86199,11/03/2019,86,85374,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,110,INFUZIONS,YOUNG SINGLES/COUPLES,Premium
86199,3/05/2019,86,85375,41,Doritos Salsa Mild  300g,2,5.2,300,DORITOS,YOUNG SINGLES/COUPLES,Premium
86200,19/03/2019,86,85376,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6,175,NATURAL,RETIREES,Premium
86200,25/04/2019,86,85377,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,RETIREES,Premium
86201,7/07/2018,86,85378,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,MIDAGE SINGLES/COUPLES,Mainstream
86201,16/07/2018,86,85379,43,Smith Crinkle Cut   Bolognese 150g,2,5.2,150,SMITHS,MIDAGE SINGLES/COUPLES,Mainstream
86201,28/10/2018,86,85380,85,RRD Honey Soy       Chicken 165g,2,6,165,RRD,MIDAGE SINGLES/COUPLES,Mainstream
86201,24/11/2018,86,85381,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,KETTLE,MIDAGE SINGLES/COUPLES,Mainstream
86201,12/12/2018,86,85382,72,WW Crinkle Cut      Original 175g,2,3.4,175,WOOLWORTHS,MIDAGE SINGLES/COUPLES,Mainstream
86201,17/12/2018,86,85383,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,KETTLE,MIDAGE SINGLES/COUPLES,Mainstream
86201,15/06/2019,86,85384,53,RRD Sweet Chilli &  Sour Cream 165g,2,6,165,RRD,MIDAGE SINGLES/COUPLES,Mainstream
86202,20/05/2019,86,85390,98,NCC Sour Cream &    Garden Chives 175g,1,3,175,NATURAL,OLDER FAMILIES,Budget
86202,3/07/2018,86,85385,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,KETTLE,OLDER FAMILIES,Budget
86202,27/07/2018,86,85386,113,Twisties Chicken270g,2,9.2,270,TWISTIES,OLDER FAMILIES,Budget
86202,16/10/2018,86,85387,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,COBS,OLDER FAMILIES,Budget
86202,28/11/2018,86,85388,18,Cheetos Chs & Bacon Balls 190g,2,6.6,190,CHEETOS,OLDER FAMILIES,Budget
86202,19/01/2019,86,85389,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,TYRRELLS,OLDER FAMILIES,Budget
86202,28/05/2019,86,85391,38,Infuzions Mango     Chutny Papadums 70g,2,4.8,70,INFUZIONS,OLDER FAMILIES,Budget
86203,1/07/2018,86,85392,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,150,SMITHS,RETIREES,Budget
86203,3/07/2018,86,85393,36,Kettle Chilli 175g,2,10.8,175,KETTLE,RETIREES,Budget
86203,22/09/2018,86,85394,41,Doritos Salsa Mild  300g,2,5.2,300,DORITOS,RETIREES,Budget
86203,2/01/2019,86,85395,54,CCs Original 175g,2,4.2,175,CCS,RETIREES,Budget
86203,21/01/2019,86,85396,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,INFUZIONS,RETIREES,Budget
86203,18/04/2019,86,85397,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,150,RRD,RETIREES,Budget
86203,27/06/2019,86,85398,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,300,OLD,RETIREES,Budget
86204,5/07/2018,86,85399,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,200,WOOLWORTHS,OLDER SINGLES/COUPLES,Premium
86204,24/01/2019,86,85400,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,90,SUNBITES,OLDER SINGLES/COUPLES,Premium
86204,6/02/2019,86,85401,66,CCs Nacho Cheese    175g,2,4.2,175,CCS,OLDER SINGLES/COUPLES,Premium
86204,13/03/2019,86,85402,88,Kettle Honey Soy    Chicken 175g,2,10.8,175,KETTLE,OLDER SINGLES/COUPLES,Premium
86204,22/04/2019,86,85403,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Premium
86205,20/05/2019,86,85408,23,Cheezels Cheese 330g,1,5.7,330,CHEEZELS,RETIREES,Budget
86205,6/12/2018,86,85404,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,90,SUNBITES,RETIREES,Budget
86205,27/01/2019,86,85406,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,PRINGLES,RETIREES,Budget
86205,9/04/2019,86,85407,11,RRD Pc Sea Salt     165g,2,6,165,RRD,RETIREES,Budget
86205,6/06/2019,86,85409,71,Twisties Cheese     Burger 250g,2,8.6,250,TWISTIES,RETIREES,Budget
86206,13/08/2018,86,85410,72,WW Crinkle Cut      Original 175g,2,3.4,175,WOOLWORTHS,NEW FAMILIES,Mainstream
86206,28/08/2018,86,85411,76,Woolworths Medium   Salsa 300g,2,3,300,WOOLWORTHS,NEW FAMILIES,Mainstream
86207,26/07/2018,86,85412,18,Cheetos Chs & Bacon Balls 190g,2,6.6,190,CHEETOS,YOUNG FAMILIES,Premium
86207,7/08/2018,86,85413,74,Tostitos Splash Of  Lime 175g,2,8.8,175,TOSTITOS,YOUNG FAMILIES,Premium
86207,22/12/2018,86,85414,22,Thins Chips         Originl saltd 175g,2,6.6,175,THINS,YOUNG FAMILIES,Premium
86207,21/01/2019,86,85416,34,Pringles Slt Vingar 134g,2,7.4,134,PRINGLES,YOUNG FAMILIES,Premium
86207,20/02/2019,86,85417,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,GRNWVES,YOUNG FAMILIES,Premium
86207,19/03/2019,86,85418,53,RRD Sweet Chilli &  Sour Cream 165g,2,6,165,RRD,YOUNG FAMILIES,Premium
86208,7/09/2018,86,85419,34,Pringles Slt Vingar 134g,2,7.4,134,PRINGLES,YOUNG SINGLES/COUPLES,Mainstream
86208,6/12/2018,86,85420,56,Cheezels Cheese Box 125g,2,4.2,125,CHEEZELS,YOUNG SINGLES/COUPLES,Mainstream
86208,19/12/2018,86,85421,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,200,WOOLWORTHS,YOUNG SINGLES/COUPLES,Mainstream
86208,6/02/2019,86,85422,56,Cheezels Cheese Box 125g,2,4.2,125,CHEEZELS,YOUNG SINGLES/COUPLES,Mainstream
86208,2/03/2019,86,85423,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,180,GRNWVES,YOUNG SINGLES/COUPLES,Mainstream
86208,6/04/2019,86,85424,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,90,SUNBITES,YOUNG SINGLES/COUPLES,Mainstream
86209,6/09/2018,86,85425,29,French Fries Potato Chips 175g,2,6,175,FRENCH,YOUNG FAMILIES,Mainstream
86209,25/10/2018,86,85426,106,Natural ChipCo      Hony Soy Chckn175g,2,6,175,NATURAL,YOUNG FAMILIES,Mainstream
86209,3/11/2018,86,85427,47,Doritos Corn Chips  Original 170g,2,8.8,170,DORITOS,YOUNG FAMILIES,Mainstream
86209,8/01/2019,86,85429,111,Smiths Chip Thinly  Cut Original 175g,2,6,175,SMITHS,YOUNG FAMILIES,Mainstream
86209,26/01/2019,86,85430,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Mainstream
86209,12/05/2019,86,85431,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,150,SMITHS,YOUNG FAMILIES,Mainstream
86209,25/05/2019,86,85432,15,Twisties Cheese     270g,2,9.2,270,TWISTIES,YOUNG FAMILIES,Mainstream
86210,28/10/2018,86,85433,67,RRD Chilli&         Coconut 150g,2,5.4,150,RRD,OLDER SINGLES/COUPLES,Budget
86210,2/02/2019,86,85434,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Budget
86210,12/03/2019,86,85435,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Budget
86210,31/03/2019,86,85436,41,Doritos Salsa Mild  300g,2,5.2,300,DORITOS,OLDER SINGLES/COUPLES,Budget
86211,28/08/2018,86,85437,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,175,SMITHS,RETIREES,Premium
86211,28/11/2018,86,85438,43,Smith Crinkle Cut   Bolognese 150g,2,5.2,150,SMITHS,RETIREES,Premium
86212,10/09/2018,86,85439,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,110,INFUZIONS,OLDER SINGLES/COUPLES,Budget
86212,19/10/2018,86,85440,66,CCs Nacho Cheese    175g,2,4.2,175,CCS,OLDER SINGLES/COUPLES,Budget
86212,13/11/2018,86,85441,46,Kettle Original 175g,2,10.8,175,KETTLE,OLDER SINGLES/COUPLES,Budget
86212,11/04/2019,86,85443,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2,150,SMITHS,OLDER SINGLES/COUPLES,Budget
86213,3/12/2018,86,85444,11,RRD Pc Sea Salt     165g,2,6,165,RRD,MIDAGE SINGLES/COUPLES,Mainstream
86213,24/02/2019,86,85445,83,WW D/Style Chip     Sea Salt 200g,2,3.8,200,WOOLWORTHS,MIDAGE SINGLES/COUPLES,Mainstream
86213,23/04/2019,86,85446,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,90,SUNBITES,MIDAGE SINGLES/COUPLES,Mainstream
86213,26/04/2019,86,85447,105,Woolworths Cheese   Rings 190g,2,3.6,190,WOOLWORTHS,MIDAGE SINGLES/COUPLES,Mainstream
86213,19/06/2019,86,85448,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,170,SMITHS,MIDAGE SINGLES/COUPLES,Mainstream
86214,13/07/2018,86,85449,105,Woolworths Cheese   Rings 190g,2,3.6,190,WOOLWORTHS,OLDER FAMILIES,Budget
86214,2/08/2018,86,85450,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,TYRRELLS,OLDER FAMILIES,Budget
86214,19/10/2018,86,85451,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,COBS,OLDER FAMILIES,Budget
86214,17/01/2019,86,85452,71,Twisties Cheese     Burger 250g,2,8.6,250,TWISTIES,OLDER FAMILIES,Budget
86214,25/01/2019,86,85453,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8,170,SMITHS,OLDER FAMILIES,Budget
86214,25/04/2019,86,85454,111,Smiths Chip Thinly  Cut Original 175g,2,6,175,SMITHS,OLDER FAMILIES,Budget
86214,19/06/2019,86,85455,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,150,KETTLE,OLDER FAMILIES,Budget
86215,5/09/2018,86,85456,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6,175,NATURAL,OLDER FAMILIES,Budget
86215,29/10/2018,86,85457,38,Infuzions Mango     Chutny Papadums 70g,2,4.8,70,INFUZIONS,OLDER FAMILIES,Budget
86215,29/12/2018,86,85458,7,Smiths Crinkle      Original 330g,2,11.4,330,SMITHS,OLDER FAMILIES,Budget
86215,24/03/2019,86,85459,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,175,SMITHS,OLDER FAMILIES,Budget
86215,18/04/2019,86,85460,50,Tostitos Lightly    Salted 175g,2,8.8,175,TOSTITOS,OLDER FAMILIES,Budget
86215,5/05/2019,86,85461,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,170,SMITHS,OLDER FAMILIES,Budget
86215,11/05/2019,86,85462,66,CCs Nacho Cheese    175g,2,4.2,175,CCS,OLDER FAMILIES,Budget
86216,9/01/2019,86,85463,47,Doritos Corn Chips  Original 170g,2,8.8,170,DORITOS,NEW FAMILIES,Budget
86216,26/05/2019,86,85464,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6,175,SMITHS,NEW FAMILIES,Budget
86216,9/06/2019,86,85465,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,150,RRD,NEW FAMILIES,Budget
86217,7/10/2018,86,85466,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6,175,NATURAL,RETIREES,Mainstream
86217,25/11/2018,86,85467,53,RRD Sweet Chilli &  Sour Cream 165g,2,6,165,RRD,RETIREES,Mainstream
86217,16/12/2018,86,85468,25,Pringles SourCream  Onion 134g,2,7.4,134,PRINGLES,RETIREES,Mainstream
86217,8/05/2019,86,85469,97,RRD Salt & Vinegar  165g,2,6,165,RRD,RETIREES,Mainstream
86217,1/06/2019,86,85470,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6,175,SMITHS,RETIREES,Mainstream
86218,6/02/2019,86,85471,113,Twisties Chicken270g,2,9.2,270,TWISTIES,OLDER FAMILIES,Budget
86218,7/02/2019,86,85472,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,180,GRNWVES,OLDER FAMILIES,Budget
86218,24/12/2018,86,85473,41,Doritos Salsa Mild  300g,2,5.2,300,DORITOS,OLDER FAMILIES,Budget
86218,13/05/2019,86,85474,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4,150,RRD,OLDER FAMILIES,Budget
86219,19/08/2018,86,85475,105,Woolworths Cheese   Rings 190g,1,1.8,190,WOOLWORTHS,RETIREES,Premium
86219,5/09/2018,86,85476,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,165,TYRRELLS,RETIREES,Premium
86219,16/09/2018,86,85477,91,CCs Tasty Cheese    175g,2,4.2,175,CCS,RETIREES,Premium
86219,25/10/2018,86,85478,109,Pringles Barbeque   134g,2,7.4,134,PRINGLES,RETIREES,Premium
86219,16/12/2018,86,85479,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6,175,NATURAL,RETIREES,Premium
86219,6/04/2019,86,85480,66,CCs Nacho Cheese    175g,2,4.2,175,CCS,RETIREES,Premium
86220,10/07/2018,86,85481,81,Pringles Original   Crisps 134g,2,7.4,134,PRINGLES,YOUNG FAMILIES,Budget
86220,13/09/2018,86,85482,92,WW Crinkle Cut      Chicken 175g,2,3.4,175,WOOLWORTHS,YOUNG FAMILIES,Budget
86220,13/10/2018,86,85483,36,Kettle Chilli 175g,2,10.8,175,KETTLE,YOUNG FAMILIES,Budget
86220,25/02/2019,86,85484,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Budget
86220,16/03/2019,86,85485,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,GRNWVES,YOUNG FAMILIES,Budget
86220,28/06/2019,86,85486,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2,150,SMITHS,YOUNG FAMILIES,Budget
86221,17/07/2018,86,85487,54,CCs Original 175g,2,4.2,175,CCS,RETIREES,Mainstream
86221,31/07/2018,86,85488,51,Doritos Mexicana    170g,2,8.8,170,DORITOS,RETIREES,Mainstream
86221,2/10/2018,86,85489,85,RRD Honey Soy       Chicken 165g,2,6,165,RRD,RETIREES,Mainstream
86221,29/11/2018,86,85490,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,KETTLE,RETIREES,Mainstream
86221,14/01/2019,86,85491,25,Pringles SourCream  Onion 134g,2,7.4,134,PRINGLES,RETIREES,Mainstream
86221,17/06/2019,86,85492,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,180,GRNWVES,RETIREES,Mainstream
86222,1/07/2018,86,85493,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Premium
86222,4/10/2018,86,85494,38,Infuzions Mango     Chutny Papadums 70g,2,4.8,70,INFUZIONS,YOUNG FAMILIES,Premium
86222,18/01/2019,86,85496,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,YOUNG FAMILIES,Premium
86222,23/03/2019,86,85497,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,TYRRELLS,YOUNG FAMILIES,Premium
86222,8/04/2019,86,85498,85,RRD Honey Soy       Chicken 165g,2,6,165,RRD,YOUNG FAMILIES,Premium
86222,26/04/2019,86,85499,34,Pringles Slt Vingar 134g,2,7.4,134,PRINGLES,YOUNG FAMILIES,Premium
86222,6/06/2019,86,85500,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4,90,SUNBITES,YOUNG FAMILIES,Premium
86223,18/07/2018,86,85501,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,INFUZIONS,RETIREES,Mainstream
86223,1/08/2018,86,85502,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,150,SMITHS,RETIREES,Mainstream
86223,17/10/2018,86,85503,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,SMITHS,RETIREES,Mainstream
86223,13/11/2018,86,85504,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,160,WOOLWORTHS,RETIREES,Mainstream
86223,22/11/2018,86,85505,63,Kettle 135g Swt Pot Sea Salt,2,8.4,135,KETTLE,RETIREES,Mainstream
86223,8/12/2018,86,85506,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,170,SMITHS,RETIREES,Mainstream
86223,19/12/2018,86,85507,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,150,KETTLE,RETIREES,Mainstream
